n,t
254000,0.0000008445
255000,0.0000008393
256000,0.0000008102
257000,0.0000008207
258000,0.0000008064
259000,0.0000008121
260000,0.0000007933
261000,0.0000008111
262000,0.0000008073
263000,0.0000008001
264000,0.0000008084
265000,0.0000008011
266000,0.0000008098
267000,0.0000008140
268000,0.0000008266
269000,0.0000008332
270000,0.0000008172
271000,0.0000008196
272000,0.0000008431
273000,0.0000008206
274000,0.0000008251
275000,0.0000008163
276000,0.0000008035
277000,0.0000008078
278000,0.0000008120
279000,0.0000008320
280000,0.0000008474
281000,0.0000008237
282000,0.0000008275
283000,0.0000008292
284000,0.0000008354
285000,0.0000008343
286000,0.0000008144
287000,0.0000008145
288000,0.0000007978
289000,0.0000008007
290000,0.0000008240
291000,0.0000008111
292000,0.0000008219
293000,0.0000008379
294000,0.0000008173
295000,0.0000008312
296000,0.0000008328
297000,0.0000008385
298000,0.0000008501
299000,0.0000008215
300000,0.0000008299
301000,0.0000008273
302000,0.0000008561
303000,0.0000008327
304000,0.0000008484
305000,0.0000008415
306000,0.0000008327
307000,0.0000008381
308000,0.0000008264
309000,0.0000008381
310000,0.0000008121
311000,0.0000008141
312000,0.0000008565
313000,0.0000008179
314000,0.0000008366
315000,0.0000008234
316000,0.0000008173
317000,0.0000008534
318000,0.0000008541
319000,0.0000008543
320000,0.0000008447
321000,0.0000008442
322000,0.0000008501
323000,0.0000008389
324000,0.0000008490
325000,0.0000008382
326000,0.0000008509
327000,0.0000008797
328000,0.0000008425
329000,0.0000008626
330000,0.0000008491
331000,0.0000008502
332000,0.0000008588
333000,0.0000008496
334000,0.0000008458
335000,0.0000008304
336000,0.0000008344
337000,0.0000008259
338000,0.0000008329
339000,0.0000008404
340000,0.0000008313
341000,0.0000008472
342000,0.0000008303
343000,0.0000008387
344000,0.0000008697
345000,0.0000008356
346000,0.0000008467
347000,0.0000008344
348000,0.0000008321
349000,0.0000008457
350000,0.0000008383
351000,0.0000008777
352000,0.0000008552
353000,0.0000008789
354000,0.0000008782
355000,0.0000008682
356000,0.0000008759
357000,0.0000008641
358000,0.0000008730
359000,0.0000008667
360000,0.0000008628
361000,0.0000008830
362000,0.0000008725
363000,0.0000008780
364000,0.0000008744
365000,0.0000008824
366000,0.0000008658
367000,0.0000008935
368000,0.0000008984
369000,0.0000008781
370000,0.0000008785
371000,0.0000008720
372000,0.0000008851
373000,0.0000008796
374000,0.0000008707
375000,0.0000008864
376000,0.0000008914
377000,0.0000008856
378000,0.0000008801
379000,0.0000008911
380000,0.0000008816
381000,0.0000008680
382000,0.0000008886
383000,0.0000008686
384000,0.0000008913
385000,0.0000008789
386000,0.0000008882
387000,0.0000008800
388000,0.0000009012
389000,0.0000009181
390000,0.0000008831
391000,0.0000008881
392000,0.0000008860
393000,0.0000008911
394000,0.0000008797
395000,0.0000008889
396000,0.0000008792
397000,0.0000008885
398000,0.0000008956
399000,0.0000008951
400000,0.0000008975
401000,0.0000008845
402000,0.0000008950
403000,0.0000008924
404000,0.0000008868
405000,0.0000008960
406000,0.0000008917
407000,0.0000009003
408000,0.0000008878
409000,0.0000008928
410000,0.0000008880
411000,0.0000008965
412000,0.0000009135
413000,0.0000009210
414000,0.0000009043
415000,0.0000008917
416000,0.0000009064
417000,0.0000009028
418000,0.0000009042
419000,0.0000009102
420000,0.0000008985
421000,0.0000009092
422000,0.0000009030
423000,0.0000009168
424000,0.0000009047
425000,0.0000009127
426000,0.0000008999
427000,0.0000009044
428000,0.0000009177
429000,0.0000009102
430000,0.0000009111
431000,0.0000009050
432000,0.0000009135
433000,0.0000009043
434000,0.0000009195
435000,0.0000009199
436000,0.0000009157
437000,0.0000009164
438000,0.0000009059
439000,0.0000009259
440000,0.0000009132
441000,0.0000009186
442000,0.0000009150
443000,0.0000009261
444000,0.0000009081
445000,0.0000009209
446000,0.0000009059
447000,0.0000008960
448000,0.0000009297
449000,0.0000009019
450000,0.0000009120
451000,0.0000009012
452000,0.0000008981
453000,0.0000009066
454000,0.0000009203
455000,0.0000009237
456000,0.0000009215
457000,0.0000009252
458000,0.0000009173
459000,0.0000009260
460000,0.0000009132
461000,0.0000009233
462000,0.0000009312
463000,0.0000009166
464000,0.0000009256
465000,0.0000009170
466000,0.0000009301
467000,0.0000009235
468000,0.0000009354
469000,0.0000009556
470000,0.0000009275
471000,0.0000009200
472000,0.0000009274
473000,0.0000009204
474000,0.0000009120
475000,0.0000009162
476000,0.0000009154
477000,0.0000009277
478000,0.0000009203
479000,0.0000009432
480000,0.0000009235
481000,0.0000009237
482000,0.0000009340
483000,0.0000009349
484000,0.0000009719
485000,0.0000009382
486000,0.0000009464
487000,0.0000009396
488000,0.0000009471
489000,0.0000009367
490000,0.0000009446
491000,0.0000009413
492000,0.0000009427
493000,0.0000009474
494000,0.0000009624
495000,0.0000009522
496000,0.0000009540
497000,0.0000009466
498000,0.0000009453
499000,0.0000009520
500000,0.0000009322
501000,0.0000009291
502000,0.0000009164
503000,0.0000009145
504000,0.0000009342
505000,0.0000009271
506000,0.0000009391
507000,0.0000009245
508000,0.0000009251
509000,0.0000009349
510000,0.0000009367
511000,0.0000009287
512000,0.0000009332
513000,0.0000009492
514000,0.0000009459
515000,0.0000009370
516000,0.0000009314
517000,0.0000009355
518000,0.0000009379
519000,0.0000009450
520000,0.0000009342
521000,0.0000009318
522000,0.0000009274
523000,0.0000009324
524000,0.0000009262
525000,0.0000009676
526000,0.0000009422
527000,0.0000009268
528000,0.0000009370
529000,0.0000009269
530000,0.0000009337
531000,0.0000009259
532000,0.0000009442
533000,0.0000009378
534000,0.0000009325
535000,0.0000009285
536000,0.0000009355
537000,0.0000009651
538000,0.0000009494
539000,0.0000009551
540000,0.0000009470
541000,0.0000009683
542000,0.0000009614
543000,0.0000009752
544000,0.0000009415
545000,0.0000009404
546000,0.0000009371
547000,0.0000009406
548000,0.0000009397
549000,0.0000009491
550000,0.0000009496
551000,0.0000009443
552000,0.0000009539
553000,0.0000009411
554000,0.0000009475
555000,0.0000009401
556000,0.0000009593
557000,0.0000009459
558000,0.0000009471
559000,0.0000009419
560000,0.0000009506
561000,0.0000009776
562000,0.0000009784
563000,0.0000009858
564000,0.0000009850
565000,0.0000009761
566000,0.0000009759
567000,0.0000009799
568000,0.0000009689
569000,0.0000009764
570000,0.0000009899
571000,0.0000009741
572000,0.0000009475
573000,0.0000009613
574000,0.0000009457
575000,0.0000009834
576000,0.0000009920
577000,0.0000009783
578000,0.0000009731
579000,0.0000009722
580000,0.0000009766
581000,0.0000009927
582000,0.0000009839
583000,0.0000009783
584000,0.0000009847
585000,0.0000009662
586000,0.0000009557
587000,0.0000009503
588000,0.0000009827
589000,0.0000009549
590000,0.0000009630
591000,0.0000009544
592000,0.0000009605
593000,0.0000009571
594000,0.0000009575
595000,0.0000009611
596000,0.0000009645
597000,0.0000009607
598000,0.0000009605
599000,0.0000009643
600000,0.0000009581
601000,0.0000009720
602000,0.0000009548
603000,0.0000010120
604000,0.0000009789
605000,0.0000010050
606000,0.0000009848
607000,0.0000009871
608000,0.0000009825
609000,0.0000009868
610000,0.0000009857
611000,0.0000009900
612000,0.0000009790
613000,0.0000009907
614000,0.0000009794
615000,0.0000009800
616000,0.0000009862
617000,0.0000009822
618000,0.0000009887
619000,0.0000009794
620000,0.0000009929
621000,0.0000009874
622000,0.0000009975
623000,0.0000009789
624000,0.0000010035
625000,0.0000009881
626000,0.0000009976
627000,0.0000009831
628000,0.0000009901
629000,0.0000009859
630000,0.0000009937
631000,0.0000009931
632000,0.0000010025
633000,0.0000009819
634000,0.0000009789
635000,0.0000009703
636000,0.0000009761
637000,0.0000009891
638000,0.0000009886
639000,0.0000010046
640000,0.0000009886
641000,0.0000009974
642000,0.0000010040
643000,0.0000010036
644000,0.0000010087
645000,0.0000010016
646000,0.0000009954
647000,0.0000009998
648000,0.0000010043
649000,0.0000010097
650000,0.0000009964
651000,0.0000010058
652000,0.0000010002
653000,0.0000010024
654000,0.0000009770
655000,0.0000009837
656000,0.0000009848
657000,0.0000009828
658000,0.0000009805
659000,0.0000009929
660000,0.0000010016
661000,0.0000010100
662000,0.0000010018
663000,0.0000010076
664000,0.0000010010
665000,0.0000010098
666000,0.0000010263
667000,0.0000010155
668000,0.0000010021
669000,0.0000010168
670000,0.0000010107
671000,0.0000010105
672000,0.0000010167
673000,0.0000010089
674000,0.0000010204
675000,0.0000010059
676000,0.0000010126
677000,0.0000010024
678000,0.0000010096
679000,0.0000010099
680000,0.0000010142
681000,0.0000010108
682000,0.0000010461
683000,0.0000010096
684000,0.0000010230
685000,0.0000010161
686000,0.0000010249
687000,0.0000010270
688000,0.0000010205
689000,0.0000010116
690000,0.0000010176
691000,0.0000010099
692000,0.0000010148
693000,0.0000010070
694000,0.0000010243
695000,0.0000010075
696000,0.0000010138
697000,0.0000010277
698000,0.0000010187
699000,0.0000010076
700000,0.0000010171
701000,0.0000010109
702000,0.0000010392
703000,0.0000010163
704000,0.0000010283
705000,0.0000010134
706000,0.0000010280
707000,0.0000010291
708000,0.0000010243
709000,0.0000010188
710000,0.0000010224
711000,0.0000010166
712000,0.0000010559
713000,0.0000010168
714000,0.0000010189
715000,0.0000010711
716000,0.0000010393
717000,0.0000010168
718000,0.0000010294
719000,0.0000010174
720000,0.0000010324
721000,0.0000010209
722000,0.0000010274
723000,0.0000010177
724000,0.0000010269
725000,0.0000010256
726000,0.0000010330
727000,0.0000010195
728000,0.0000010257
729000,0.0000010236
730000,0.0000010282
731000,0.0000010057
732000,0.0000010156
733000,0.0000010026
734000,0.0000010128
735000,0.0000010025
736000,0.0000010124
737000,0.0000010058
738000,0.0000010639
739000,0.0000010563
740000,0.0000010369
741000,0.0000010224
742000,0.0000010709
743000,0.0000010523
744000,0.0000010457
745000,0.0000010234
746000,0.0000010302
747000,0.0000010274
748000,0.0000010330
749000,0.0000010322
750000,0.0000010342
751000,0.0000010338
752000,0.0000010389
753000,0.0000010306
754000,0.0000010361
755000,0.0000010478
756000,0.0000010454
757000,0.0000010308
758000,0.0000010336
759000,0.0000010315
760000,0.0000010460
761000,0.0000010374
762000,0.0000010400
763000,0.0000010354
764000,0.0000010397
765000,0.0000010302
766000,0.0000010427
767000,0.0000010343
768000,0.0000010420
769000,0.0000010316
770000,0.0000010355
771000,0.0000010139
772000,0.0000010183
773000,0.0000010154
774000,0.0000010247
775000,0.0000010108
776000,0.0000010192
777000,0.0000010125
778000,0.0000010159
779000,0.0000010122
780000,0.0000010225
781000,0.0000010137
782000,0.0000010229
783000,0.0000010133
784000,0.0000010358
785000,0.0000010075
786000,0.0000010258
787000,0.0000010113
788000,0.0000010213
789000,0.0000010106
790000,0.0000010240
791000,0.0000010148
792000,0.0000010220
793000,0.0000010177
794000,0.0000010198
795000,0.0000010153
796000,0.0000010351
797000,0.0000010179
798000,0.0000010330
799000,0.0000010232
800000,0.0000010324
801000,0.0000010213
802000,0.0000010386
803000,0.0000010510
804000,0.0000010562
805000,0.0000010450
806000,0.0000010483
807000,0.0000010464
808000,0.0000010527
809000,0.0000010494
810000,0.0000010641
811000,0.0000010493
812000,0.0000010551
813000,0.0000010644
814000,0.0000010445
815000,0.0000010274
816000,0.0000010310
817000,0.0000010312
818000,0.0000010537
819000,0.0000010607
820000,0.0000010548
821000,0.0000010434
822000,0.0000010550
823000,0.0000010435
824000,0.0000010610
825000,0.0000011328
826000,0.0000010764
827000,0.0000010516
828000,0.0000010608
829000,0.0000010559
830000,0.0000010542
831000,0.0000010628
832000,0.0000010539
833000,0.0000010445
834000,0.0000010584
835000,0.0000010461
836000,0.0000010586
837000,0.0000010446
838000,0.0000010643
839000,0.0000010474
840000,0.0000010562
841000,0.0000010472
842000,0.0000010682
843000,0.0000010567
844000,0.0000010472
845000,0.0000010576
846000,0.0000010499
847000,0.0000010577
848000,0.0000010490
849000,0.0000010572
850000,0.0000010567
851000,0.0000010597
852000,0.0000010517
853000,0.0000010746
854000,0.0000010570
855000,0.0000010621
856000,0.0000010551
857000,0.0000010669
858000,0.0000010872
859000,0.0000010581
860000,0.0000010378
861000,0.0000010396
862000,0.0000010330
863000,0.0000010374
864000,0.0000010344
865000,0.0000010399
866000,0.0000010452
867000,0.0000010564
868000,0.0000010373
869000,0.0000010450
870000,0.0000010575
871000,0.0000010537
872000,0.0000010420
873000,0.0000010557
874000,0.0000010605
875000,0.0000010726
876000,0.0000010628
877000,0.0000010626
878000,0.0000010531
879000,0.0000010618
880000,0.0000010642
881000,0.0000010654
882000,0.0000010566
883000,0.0000010645
884000,0.0000010623
885000,0.0000010619
886000,0.0000010707
887000,0.0000010639
888000,0.0000010983
889000,0.0000010666
890000,0.0000010739
891000,0.0000010668
892000,0.0000010698
893000,0.0000010670
894000,0.0000010702
895000,0.0000010677
896000,0.0000010792
897000,0.0000010510
898000,0.0000010488
899000,0.0000010690
900000,0.0000011057
901000,0.0000010409
902000,0.0000010466
903000,0.0000010393
904000,0.0000010542
905000,0.0000010505
906000,0.0000010466
907000,0.0000010442
908000,0.0000010783
909000,0.0000010599
910000,0.0000010656
911000,0.0000010579
912000,0.0000010670
913000,0.0000010581
914000,0.0000010696
915000,0.0000010636
916000,0.0000010752
917000,0.0000010614
918000,0.0000010630
919000,0.0000010680
920000,0.0000010596
921000,0.0000010674
922000,0.0000010567
923000,0.0000010652
924000,0.0000010495
925000,0.0000010748
926000,0.0000010899
927000,0.0000010850
928000,0.0000010751
929000,0.0000010792
930000,0.0000010741
931000,0.0000011207
932000,0.0000010763
933000,0.0000010745
934000,0.0000010679
935000,0.0000010817
936000,0.0000010646
937000,0.0000010590
938000,0.0000010508
939000,0.0000010509
940000,0.0000010471
941000,0.0000010600
942000,0.0000010480
943000,0.0000010567
944000,0.0000010813
945000,0.0000010685
946000,0.0000010679
947000,0.0000010551
948000,0.0000010563
949000,0.0000010509
950000,0.0000010573
951000,0.0000010600
952000,0.0000010667
953000,0.0000010697
954000,0.0000010740
955000,0.0000010656
956000,0.0000010948
957000,0.0000010744
958000,0.0000010766
959000,0.0000010827
960000,0.0000010827
961000,0.0000010833
962000,0.0000010765
963000,0.0000010827
964000,0.0000010820
965000,0.0000010757
966000,0.0000011035
967000,0.0000010686
968000,0.0000010678
969000,0.0000010581
970000,0.0000010742
971000,0.0000010699
972000,0.0000010944
973000,0.0000010703
974000,0.0000010682
975000,0.0000010723
976000,0.0000010698
977000,0.0000011119
978000,0.0000010853
979000,0.0000010967
980000,0.0000010827
981000,0.0000010909
982000,0.0000011031
983000,0.0000011146
984000,0.0000010609
985000,0.0000010648
986000,0.0000010720
987000,0.0000010853
988000,0.0000010644
989000,0.0000010786
990000,0.0000010807
991000,0.0000010910
992000,0.0000010938
993000,0.0000010903
994000,0.0000010940
995000,0.0000010873
996000,0.0000011004
997000,0.0000011297
998000,0.0000011037
999000,0.0000010902
1000000,0.0000010986
